CodProd,Desc. Prod.,CodBarra
1002420,BB AMARULA 2 LINHA 750G,7896986256967
1002448,DRAG GRANEL LICOR,7896986257902
1002454,BB POLPA DE MORANGO 750G,1002454
1002455,BB POLPA DE MORANGO 750G,7896986257988
1002464,GRANEL BOMBOM CEREJA AL 960 2L,7896986258510
1002465,BB AMARULA 453GX5UN,7896986258497
1002506,GRANEL TRUFA AMARULA CAFE,7896986259494
1002508,GRANEL TRUFA AMARULA,7896986259500
1002533,DRAG DE LIONUGGETS KG,7896986260391
1002552,BB CHOCOTECH REDONDO CAFE 750G,7896986260773
1002574,GRANEL PASSAS AO LEITE 980G 2L,7896986261169
1002575,GRANEL PACOCA 980G 2L,7896986261176
1002595,GRANEL PACOCA 1KG,7896986261350
1002596,GRANEL PASSAS AO LEITE 1KG,7896986261367
1002656,BOMBOM CACAU SOMMELIER 750GX5UN,7896986262258
1002677,BB LN MINISHOW 2L 750 AO LEITE,7896986262692
1002678,COELHO PASCOA AMARELO,7896986262487
1002679,COELHO PASCOA VERDE,7896986262494
1002680,TAB COOKIES'N CREAM 2L,7896986262531
1002681,TABLETE LANUT AVELA 750G 2L,7896986262739
1002682,TAB ITENSIDADE BRANCO 750G 2L,7896986262555
1002683,BOMBOM AVELA 750G,7896986262784
1002688,BB AVELA ZERO LAC 2L 750G,7896986262685
1002750,OVO RECH LACREME MEZZO 2L,7896986264207
1002751,OVO DREAMS BANOFFEE 2L 600G,7896986264191
1002760,OVO PACOQUITA 2L 390G,7896986264252
1002769,BB LEITE COND MOCA 2L 750G,7896986264467
1002784,BB OVINHO PISTACHE 2L 750G,7896986264672
1002786,OVINHOS MIL FOLHAS AVELA 2L 750G,7896986264696
1002787,BB OVINH TOR DE MORA  2L 750G,7896986264702
1002832,OVO LANUT 2L 600GX5UN,7896986265976
1003032,COOKIES 6G,7896986278006
1003101,GRANEL FINI 2KG,7896986279775
1003125,OVO 10 LEITE 34% MACIÇO,7896986281341
1003329,BB BRIGADEIRO 1KG,7896986290398
1003472,"TAB 1,12  ZA DEGUSTACAO AO LEITE",7896986296970
1003572,GRANEL FONDUE 1  LANUT,7896986216855
1003577,SLACK 1 LANUT PISTACHE,7896986216916
1003660,BISCOITO 100 AO LEITE ACOMP CAFE,7896986234347
1003699,DRAGEADO 500 LEITE EM PO 2L,7896986218880
1003700,DRAGEADO 500 AVELA 2L,7896986219030
1003869,BISCOITO 2 WAFER PRENSADO,7896986273469
2000058,GRANEL DISQUETE CHOCOLATE,7896986233128
2000235,GRANEL KG,7896986222238
2001268,MINI SINTONIA ACOMP CAFE,7896018210486
2002129,GRANEL ARTESANAL 1KG,7896986239724
2003254,BB GANACHE AMARGO,7896986256189
2003256,BB PRALINE CROCANTE,7896986256196
2003257,BB GANACHE COM CARAM,7896986256219
2003258,BB PRALINE 1152UN,7896986256226
2003259,BB GANACHE COM BAUNILHA,7896986256202
2004121,GRANEL ARTESANAL,7896986279867
1000135,CX MONTEBELLO 90 COCO,7896986238246
1000136,MONTEBELLO MARACUJA 90G,7896986233869
1000137,CX MONTEBELLO 90 TRADICIONAL,7896986233845
1000197,MONTEBELLO CHOCOLATE 90G,7896986235917
1000277,MONTEBELLO COCO 360G 2L,7896986203053
1000278,MONTEBELLO MARACUJA 360G 2L,7896986203060
1000279,MONTEBELLO TRADICIONAL 360G 2L,7896986203077
1000288,MONTEBELLO CHOCOLATE 360G 2L,7896986203183
1000301,MINI MONTEBELLO 60G,7896986232312
1000405,MONTEBELLO ABACAXI COM COCO 30G,7896986204227
1000429,MBELLO TURMA MONICA JOVEM 120G,7896986204463
1000450,MONTEBELLO CHOC PEQ PRINCIPE 90G,7896986204715
1000461,GRANEL MONTEBELLO CAPUCC 2 LINHA,7896986204913
1000464,MBELLO ALGODAO DOCE 2ªLINHA,7896986204890
1000477,MINI MBELLO TURMA DA MONICA 60G,7896986205040
1000502,MONTEBELLO IOGURTE 90G,7896986205804
1000536,MONTEBELLO IOGURTE MORANGO 90G,7896986206061
1000540,MONTEBELLO MACA DO AMOR 90G,7896986206276
1000556,GRANEL MONTEBELLO CHAMPAG 2LINHA,7896986206474
1000565,MONTEBELLO NAPOLITANO 90G,7896986232084
1000568,GRANEL MBELLO IOGURT MOR 2LINHA,7896986207860
1000573,GR MONTEBELLO MARACUJA,7896986206641
1000574,GR MONTEBELLO COCO,7896986206658
1000575,GR MONTEBELLO CHOCOLATE,7896986207693
1000576,GR MONTEBELLO TRADICIONAL,7896986206634
1000598,GRANEL MBELLO NAPOLITANO 2LINHA,7896986208270
1000607,MBELLO MARACUJA DECORADO 2 LINHA,7896986208362
1000608,MBELLO TRADICIONAL DECORADO 2LIN,7896986208355
1000726,MONTEBELLO FRAMBOESA 90G,7896986211355
1000727,MONTEBELLO TANGERINA 90G,7896986211348
1000839,MONTEBELLO QUINDIM 90G,7896986213267
1000841,GRANEL MONT TANGERINA 2ºLINHA,7896986213304
1000853,GRANEL MONTEBELLO QUINDIM 2LINHA,7896986213496
1000981,MONTEBELLO LIMAO SICILIANO 90G,7896986214950
1000982,MONTEBELLO FRUTAS AMARELAS 90G,7896986214967
1001113,CX MONTEBELLO 90 MOUSSE CHOCOLATE,7896986218958
1001124,MONTEBELLO PACOCA 90G,7896986218972
1001197,MONTEBELLO MOUSSE DE LIMAO 90G,7896986220494
1001220,MONTEBELLO MOUSSE CHOCO 360G 2L,7896986220814
1001228,GRANEL MONTEBELLO PACOCA 2 LINHA,7896986220807
1001255,MONTEBELLO MOUSSE LIMAO 360G 2L,7896986221262
1001335,CX MONTEBELLO 90 MOUSSE MARACUJA,7896986222894
1001338,MONTEBELLO MOUS MORANGO 360G 2L,7896986223198
1001339,MONTEBELLO MOUSSE MARACUJA 360G 2L,7896986260360
1002409,MONT 90 CAPPUCCINO CS,7896986257070
1002500,CX MONTEBELLO 90 3 CHOCOLATES,7896986259388
1002514,MONTEBELLO CAPPUCCINO 360G 2L,7896986259982
1002532,MONTEBELLO 3 CHOCOLAT 360G 2L,7896986260407
1002748,CX MONTEBELLO 90 COCO QUEIMADO,7896986263491
1002776,CX MONTEBELLO 90 ANIMAL PLANET,7896986264566
1002800,MONTEBELLO UNICORNIO 90G,7896986264542
1002804,MONTEBELLO 360G UNICORNIO,7896986264856
1002805,MONTEBELLO CAPRICHO 360G 2L,7896986262425
1002810,MONT 360G COCO QUEIMADO,7896986265143
1002811,BOMBOM 750G MORANGO DEGUSTACAO,7896986265136
1002852,CX MONTEBELLO 90 CAPRICHO,7896986267413
1002872,CX MONTEBELLO 90 TORTA DE LIMAO,7896986266638
1002898,MONT 360 TORTA LIMAO 2L,7896986268755
1002971,MB 90 MILK DE CAFE,7896986273155
1002972,MB 90 MILK CHOCO,7896986273032
1002973,MB 90 MILK MORANGO,7896986273070
1003019,CX MONTEBELLO 90 PIPOCA,7896986277801
1003064,MB 90 PIPOCA 2L,7896986278280
1003385,CX MB 90 ALG DOCE,7896986291531
1003386,CX MB 90 CARAMELO,7896986291524
1003387,CX MB 90 CEREJA,7896986291517
1003388,CX MONTEBELLO 90 FRUTAS VERMELHAS,7896986291548
1003458,MONTEBELLO 360 ALGODAO DOCE 2L,7896986296208
1003459,MONTEBELLO 360 CARAMELO 2L,7896986296192
1003460,MONTEBELLO 360 CEREJA 2L,7896986296185
1003736,MONTEBELLO 90 MOUSSE DE LIMAO,7896986248436
1004256,SMORES 360 COB CHOC MARSH SL,7896986290701
2000769,MINI MARSHMALLOW,7896986215568
2001068,MONTEBELLO INDIVIDUAL 30G,7896986220074
2001313,ADICIONAL MINI MARSHMALLOW,7896986225505
1001127,WAFFLE BAUNILHA SOBREMESA,7896986220456
2001225,FATIA PANETTONE GOTAS,7896986223068
2001226,FATIA PANETTONE FRUTAS,7896986223044
2001302,PETIT GATEAU SIMPLES 160,7896986224843
2005361,MUFFIN LARANJA PISTACHE,7896986214134
1000309,DOCE GESTO NATAL 98G,7896986234309
1000310,PAPAI NOEL ARTESANAL 70G,7896986235016
1000311,CAIXA ARTESANAL FORMAT NATAL 90G,7896986239496
1000312,CARTAO DE NATAL SORTIDO 12G,1000312
1000314,KIT FAZENDO ARTE NATAL 150G,7896986202667
1000315,CACAU MAGICO 70G,7896986236310
1000317,CX GOURMET BELGA NATAL 200G,7896986235764
1000318,MINI TABLETES 7 DESEJOS 70G,7896986235719
1000322,CACAU MAGIA SORTIDO 70G,7896986236303
1000338,CHOCOARTE FELIZ NATAL BRANCO 40G,7896986202636
1000339,CHOCOARTE CLA 40 BOAS FESTAS,7896986202629
1000340,TRUFA CHAMPAGNE CEREJA 30G,7896986237249
1000341,TRUFA PANETTONE 30G,7896986236143
1000342,TRUFA NOZES 30G,7896986239540
1000343,ARVORE PRESENTES 100G,7896986202650
1000344,BOMBONS DE NATAL 190G,7896986235757
1000345,ENCANTO DE NATAL 180G,7896986202537
1000346,GOLDEN CHRISTMAS SORTIDO 140G,7896986202612
1000347,GOLDEN CHRISTMAS TRUFA 140G,7896986202605
1000348,DECORACAO DE NATAL 135G,7896986202643
1000350,CAIXA GOURMET BOAS FESTAS 210G,7896986202544
1000351,CAIXA FORMATOS BELGA 105G,7896986202575
1000352,DELICIAS DE NATAL 275G,7896986202568
1000353,CAIXA ART QUADRADOS NATAL 200G,7896986238451
1000360,MONTEBELLO PANETTONE 90G,7896986209246
1000485,CUBO NATAL CHOCOBICHO 140G,7896986205200
1000489,POTE ZERO ACUCAR NATAL 330G,7896986205194
1000490,CX CLASSICOS 180 TRUFAS SORTIDO,7896986205224
1000493,CUBO PRA VIDA FICAR MAIS SHOW,7896986205149
1000564,TRUFINHAS GIFT PINHEIRO 135G,7896986206559
1000635,PAPAI NOEL SACO NATAL,7896986208942
1000636,URSO POTE NATAL,7896986208959
1000637,DELICIAS GOURMET 285G,7896986209635
1000638,CHOCOLATE DA SORTE 100G,7896986209628
1000639,LATA GOURMET NUTS 320G,7896986209642
1000640,URSO BRANCO GORRO,7896986208935
1000650,CUBO CLASSICOS 145 AVELA,7896986209161
1000653,TRUFFON PAVE CHOCOLATE 30G,7896986209185
1000654,POTE CLASSICOS 240G,7896986209178
1000656,TRUFFON TORRONE 30G,7896986209208
1000657,BOMBONS GOURMET CS 185G,7896986209222
1000658,CAIXA GOURMET BOAS FESTA CS 210G,7896986209239
1000662,CAIXA GOURMET BELGA NATAL 175G,7896986209611
1000666,MINI TABLETE DE ANO NOVO 90G,7896986210174
1000671,CAIXA LACREME NATAL 270G,7896986210280
1000674,CHOCOLATE DE CORTE 160G,7896986210310
1000783,GR BB BELGA NAT SORT,7896986212284
1000816,GRANEL BB PANETTONE,7896986212765
1000896,CARTAO DE NATAL 14G,7896986214202
1000897,CACAU MAGIA SORTIDO 75G,7896986214233
1000898,FAZENDO ARTE NATAL 155G,7896986214240
1000899,TABLETE PAVE CROC 100G,7896986214257
1000900,TABLETE TORRONE 100G,7896986214264
1000901,"TRUFA LC PANETTONE 13,5G",7896986214271
1000902,TRU 30 PANETTONE ART NATAL,7896986214288
1000919,CACAU BAR BOAS FESTAS,7896986214417
1000920,CAIXA BOAS FESTAS 140G,7896986214448
1000921,LATA LACREME NATAL 175G,
1000922,LATA DRAGEADOS 280G,7896986214431
1000923,POTE ZERO ACUCAR NATAL 240G,1000923
1000934,INTENSIDADE PREM BOA FESTAS 350G,7896986214547
1000935,SELECAO DO CHOCOLATIER 350G,7896986214561
1000936,TABLETE PRESENTE CACAU MAGI 135G,7896986214578
1000937,CAIXA GOURMET NATAL,7896986214554
1000945,GOLD CHRISTIMAS CEREJA 140G,7896986214899
1001026,DEGUSTACAO BB CARAMELO COM SAL,7896986216091
1001027,BB CHOCOTECH VINHO DO PORTO,7896986216084
1001072,PANETT TRUF BRIGAD 700G 2 LINHA,7896986216640
1001073,PANETT TRUF INTENSI 750G 2 LINHA,7896986216633
1001074,BB CHOCO VINHO/PORTO 750G 2L,7896986216688
1001075,BB CHOCO LICOR AMENDOAS,7896986216701
1001076,BB CHOCO PAVE CHOCOLATE 750G 2L,7896986216695
1001077,BB CHOCO CHAMPAGNE,7896986216671
1001078,PANETTONE FRUTAS 500G CS,
1001086,NATAL COLORIDO 155G,7896986216855
1001204,CASA CACAU MAGIA 145G,7896986220418
1001205,PIRULITO CACAU MAGIA 25 NOEL,7896986220630
1001206,SINTONIA ESPECIAL,7896986220647
1001208,"TRUFINHA CHOCOTTONE 13,5G",7896986220654
1001212,ESTRELA DE NATAL 80G,7896986220043
1001213,TAB COUCHE CEREJA,7896986220234
1001215,MONTEBELLO TRAD ANO NOVO,7896986220708
1001216,TAB CACAU MAGIA 54 PAPAI NOEL,7896986220692
1001230,STICKS GOURMET 180G,7896986220661
1001497,LATA MIAU 80G,7896986224232
1001502,BOMBONS GOURMET 185G X 12UN,7896986226014
1001505,CX MINI GOURMET 100 SORTIDO,7896986225925
1001506,LATA BB SORTIDOS CLASSICOS 145G,7896986225437
1001507,KIT LACREME RECEITAS 300G,7896986226069
1001508,KIT BENDITO CACAO 150G,7896986226076
1001509,CX ANO NOVO 130 BRINDE,7896986226083
1001532,TAB LACREME AO LEITE 500G,7896986226618
1001533,TRUF ARTESA DEC EST 90G,7896986226625
1001534,PANETTONE BEM CASADO 2 LINHA,7896986226519
1001722,CX BBS GOURMET NATAL 95 SORTIDO,7896986232510
1001723,GUIRLANDA CLASSICOS 239 SORTIDO,7896986231667
1001724,POTE CLASSICOS 214G,7896986232534
1001725,POTE ZERO ACUCAR 216G,7896986214325
1001727,TRUFA REC BELGA 30G,7896986232596
1001731,BISCOITOS DE NATAL 100G,7896986232916
1001732,KIT LIGHT BOX CAPRICHO 200G,7896986232923
1001734,CX SELECAO GOURMET 450G,7896986232893
1001735,TABLETE LANUT 400G,7896986232947
1001740,PETIT DELI CEIA DE NATAL 300G,7896986232879
1001743,BB ARVORE BRANCO 78G,7896986233012
1001746,CX SELECAO DE BOMBONS NATAL 160G,7896986244148
1001757,BB ARVORE AO LEITE 78G,7896986233050
1001827,BB ARVORE NATAL 750G 2 LINHA,7896986237898
1001828,BB PAVE CHOCOLOATE 750G,7896986237911
1001829,BB PAVE CHOC CROCANTE 750G,7896986237904
1001836,BB ARVORE CHOCO NAT 750G 2L,7896986238413
1001863,BB OVAL FRUTAS SILVESTRES 2 L,7896986239656
1001864,BISCOITO ESTRELA 750G 2 LINHA,7896986239755
1001960,DISPLAY ALCA TRUFAS LACREME 135G,7896986243479
1001963,CX CACAU MAGIA 95 FELIZ NATAL,7896986243462
1001964,CX CACAU MAGIA 196 MAGIA NATAL,7896986243448
1001965,DISPLAY C ALCA T SORT 135G,7896986243455
1001972,ARVORE GOURMET PARFAIT 186G,7896986243431
1002004,PETIT DELI NATAL 180G,7896986244865
1002039,CX PORTA MAKE CAPRICHO 216G,7896986247613
1002098,PORTA MAKE CAPRICHO ROSA 216G,7896986249167
1002099,PORTA MAKE CAPRICHO PRETO 216G,7896986249150
1002100,CX SELECAO NATAL VERDE M,7896986249198
1002101,CX SELECAO NATAL VERMELHA M,7896986249204
1002102,CX SELECAO NATAL VERDE P,7896986249211
1002103,CX SELECAO NATAL VERDE P,7896986249228
1002204,CX MONTEBELLO 90 TRADIC NATAL,7896986252655
1002208,CX GOURMET 255 SORTIDO,7896986252624
1002209,DRAG ARVORE NATAL CACAU MAGIA 70,7896986252679
1002210,DRAG MINI CUBO CACAU MAGIA 70,7896986252662
1002217,CX GOURMET 460 SORTIDO,7896986252631
1002257,MINI CUBO NATAL CABECA 70GX12UN,7896986253676
1002258,MINI CUBO NATAL PERNA 70G,7896986253669
1002470,POTE LACREME ZERO ACUCAR 216,7896986258572
1002471,POTE LACREME 200 AO LEITE,7896986258565
1002475,CX SELECAO DE BBS CS 3D 150G,7896986258916
1002477,CARTAO CACAU MAGIA 14 PAPAI NOEL,7896986258978
1002478,PIRULITOS CACAU MAGIA 25G,7896986257933
1002480,DISPLAY TRUFAS SORTIDAS 135G,7896986258800
1002482,PAPAI NOEL CACAU MAGIA 70 ART,7896986257971
1002488,ESTRELA NATAL 120 BRIGADEIRO,7896986258985
1002556,STICK COOKIES N CREAM RISCOS 750G 2L,7896986260971
1002597,BB CHOCOTECH CREME E DAMASCO 2L,7896986261404
1002618,BB BROWNIE COM DOCE DE LEITE 2L,7896986261190
1002619,STICK RECHEIO GANACHE LEITE 2L,7896986261411
1002625,BB CHOC QUAD CAFE C CARAMELO 2L,7896986261701
1002629,PIRULITO RENA 25G,7896986261770
1002630,PIRULITO NOEL 25G,7896986261763
1002632,DEG BB BROWNIE DOCE DE LEITE 2L,7896986261824
1002658,BOLO 750 PEDACOS COBERTO CHOCO 2L,7896986262197
1002715,PANETTONE CLASSICO MIAU 650G 2L,7896986263316
1002716,PANETTONE BANOFFEE 750G 2L,7896986263330
1002717,PANETTONE LANUT MEZZO 750G 2L,7896986263293
1002718,PANETTONE 420G CHOC AO LEITE 2L,7896986263323
1002720,"PANETTONE LACREME 1,5KG 2L",7896986263347
1002721,"PANETTONE LACREME 1,16KG 2L",7896986263361
1002722,PANETTONE MEZZO 650G 2L,7896986263378
1002834,PIRULITO CACAU MAGIA 25 RENA,7896986266034
1002837,BBS CM ARVORE 78 MILFOLHAS,7896986266324
1002839,CALENDARIO 330 NATAL SORT,7896986266331
1002841,CX GOURMET 467G 2022,7896986266195
1002842,TRU 30 RECEITA BELGA NATAL,7896986266249
1002849,TAB CACAU MAGIA 100 ARVORE,7896986266201
1002851,CX MINI TAB ANO NOVO 150 LEITE,7896986266072
1002864,MINI CUBO LACREME KIDS 67 NATAL,7896986266126
1002865,TAB DREAMS 130 PANETTONE,7896986266218
1002870,CX DRAG CLASSICOS 200 LICOR,7896986266256
1002889,CX LATA CLASSICOS 106 AVELA BRIG,7896986268144
1002895,CX TABS NATAL 150,7896986266133
1002969,BB MIL FOLHAS 750 2L,7896986271168
1003141,DISPLAY 120 ZL AO LEITE,7896986279553
1003142,TRU 30 ART PANETTONE,7896986281761
1003170,DISPLAY 120 ZA AO LEITE,7896986281594
1003180,CX MINISHOW NATAL 108 SORT,7896986282126
1003192,TAB 54 ARVORE AO LEITE,7896986281587
1003194,BB NATAL 40 SORTIDOS,7896986281778
1003200,DRAGEADO 200G LICOR CEREJA,7896986282096
1003201,TAB NATALINOS 120 AO LEITE,7896986281693
1003202,CP TRU 125 HARRY POTTER AO LEITE,7896986284267
1003226,COOKIES 140 NATAL GOTAS AO LEITE,7896986286544
1003227,DISPLAY BISCOITOS 300G SORTIDOS,7896986286995
1003232,CX 160 SORTIDOS DE NATAL,7896986281686
1003236,ENFEITE HP RONY 120 AO LEITE,7896986281846
1003237,ENFEITE HP HERMIONE 120 AO LEITE,7896986281839
1003238,ENFEITE HP HARRY 120 AO LEITE,7896986281822
1003444,MINICUBO SNOOPY COLECIONAVEL 47,7896986296277
1003450,CX LACREME 225 TRUFAS NATAL,7896986296376
1003480,CX 465 GOURMET NATAL,7896986297311
1003482,POTE FONDUE 250 PISTACHE,7896986297014
1003483,POTE FONDUE 250 MIL F AVELA,7896986297564
1003729,CX MSHOW 750 LC SORT AVELA 2L,7896986241031
1003730,WAFER 80 NATAL MIL FOLHAS,7896986224706
1003733,TABLETINHOS 30 AO LEITE,7896986242021
1003734,CX 350 NATAL 7 CHOCO,7896986241338
1003770,CAIXA 90 TABLETES NATAL,7896986218842
1003771,DISPLAY ESTRELA 106 BRIG,7896986245428
1003772,DISPLAY ESTRELA 106 BLESS ZA,7896986218606
1003773,DISPLAY ESTRELA 106 BLESS ZL,7896986260889
1003775,WAFER 80 SPECULOOS,7896986224935
1003779,CUBO BOMBOM 130 BROWNIE,7896986264917
1003780,CX MINI SHOW 108 NATAL,7896986265082
1003781,BB FP 72 LEITE,7896986266164
1003800,BB 750 MOLDADO BROWNIE 2L,7896986268687
1003801,BB 750 SPECULOOS 2L,7896986268830
1003802,DEGUSTACAO PANET 500 BROWNIE,7896986268076
1003813,FONDUE 200 MIL FOLHAS,7896986260803
1003814,FONDUE 200 MIL FOLHAS PISTACHE,7896986260681
1003819,BB 750 SORT BROWNIE E BAUNILHA,7896986268694
1003824,BB 750 ARVORE SPECULOOS AO LEITE,7896986271830
1003825,BB 750 CACAU LEITE RECH NOZ PECA,7896986271847
1003826,BB 750 CACAU 55% RECH NOZ PECA,7896986271854
1003828,PANETTONE 750 MEL DE CACAU 2L,7896986268717
1003834,MAGIA DO NATAL 156,7896986271410
1003835,MINI ENFEITE 40,7896986270963
1003837,PANET 580 SPECULOOS DOCE LEITE,7896986268700
1003864,WAFER 500 SPECULOOS 2L,7896986268670
1003876,CALENDARIO ADVENTO 188GX6UN,7896986273674
1003886,CAIXA 88 FELIZ NATAL,7896986274022
1003887,CAIXA 220 CENARIO NATAL 2025,7896986273957
1003888,LATA SNOOPY 108,7896986274565
1003892,LATA 135 CARROSSEL LACREME,7896986275012
1003911,PANETTONE BROWNIE 420 SL,7896986268601
1003920,CAIXA NATALINA CORPORATIVA,7896986275685
1003941,PANETTONE 1 BC GELEIA DE CACAU,7896986275852
1003942,PANET 1 BC GELEIA CACAU HOTEL,7896986275869
1003947,PANE 1KG BC GELEIA CACAU LINDOIA,7896986275975
1003949,PANE 1KG BC CHOC LARANJA CAMPOS,7896986275999
1003950,PANE 1KG BC CHOC LARANJA LINDOIA,7896986275982
1004002,PANETTONE 1KG BC GEL DE CACAU ROSA ECOM,7896986286421
1004003,PANETTONE 1KG BC GEL DE CACAU MR ECOM,7896986286506
1004228,DARG 150 CROCANTE NUTS,7896986284137
1004230,LATA 135 TRUFAS CHOC LUMINARIA,7896986285066
1004234,LATA 108 TRUFINHAS CHOC NATAL,7896986284281
1004247,MINI CUBO 27 TRUFA CHOC ENFET NT,7896986275234
1004249,DRAGE CHOC 150 LICOR CEREJA NT,7896986286636
1004255,CX BOMB LACREME SORTIDO 260,7896986275142
1004263,BB CHOC AVELA 108 MS NATAL,7896986276224
1004265,CX BOMBONS CHOC 160 GLOBO NATAL,7896986276217
2000019,CESTA PRESENTE NATAL M,7896986237171
2000020,CESTA PRESENTE NATAL P,7896986237164
2000252,CX PRESENTE 6 TRUFAS NATAL,7896986202759
2000263,CX PRESENTE 16 TRUFAS NATAL,7896986202742
2000333,PELUCIA BIGOLINO NATAL,7896986205309
2000334,BALDE DE NATAL,7896986205262
2000337,CX PRESENTE 9 TRUFAS NATAL,7896986205330
2000338,CX PRESENTE 16 TRUFAS NATAL,7896986205347
2000339,CESTA PRESENTE NATAL P LM 2013,7896986205385
2000407,CANECA 7 DESEJOS,
2000410,CANECA CACAU MAGIA,7896986208904
2000411,BALDE NATAL,7896986208928
2000421,CX PRESENTE 9 TRUFAS NATAL,7896986210228
2000423,CX PRESENTE 16 TRUFAS NATAL,7896986210235
2000424,CX PRESENTE 6 TRUFAS NATAL,7896986210211
2000425,CESTA PRESENTE NATAL M,7896986210198
2000426,CAIXA REDONDA NATAL 14,7896986210242
2000548,PELUCIAS DE NATAL SORTIDAS 2015,7896986214660
2000550,BOLA DE NATAL CACAU MAGIA 2015,7896986214707
2000551,CANECAS DESEJOS SORTIDAS 2015,7896986214691
2000552,BOTA DE NATAL CH 2015,7896986214684
2000553,PELUCIA BISCOITO DE NATAL 2015,7896986214677
2000555,CORDAO LED NATAL,7896986214639
2000556,ARVORE DE NATAL,7896986214646
2000674,CAIXA PRESENTE NATAL P,7896986214745
2000678,CESTA NATAL M,7896986214738
2000679,KIT ENFEITES ARVORE,7896986214653
2000747,CAIXA COM 3 CESTAS G,7896986260865
2001069,RENA DE PELUCIA COM BLUSA,7896986220142
2001138,FOLDER NATAL TAB DF CS,7896986221958
2001139,FOLDER NATAL TAB DF_VD,7896986221941
2001281,PORTA VELAS,7896986224270
2003416,CESTA FABRICA PRESENTE NATAL M,7896986258947
2003417,PELUCIA LACO CETIM,7896986258886
2003418,CESTA FABRICA PRESENTE NATAL P,7896986258930
2003724,CESTA P MAGIA DO CACAU,7896986266270
2003725,CESTA M MAGIA DO CACAU,7896986266263
2003871,CESTA MAGIA DO CACAU M 50UN,7896986271137
2003872,CESTA MAGIA DO CACAU P 50UN,7896986271120
2004782,CESTA NATAL P,7896986293504
2004784,CESTA NATAL M,7896986293511
2004802,PELUCIA SNOOPY 15UN CH,7896986293535
2005864,CHAVEIRO SNOOPY NATAL CH,7896986241215
2006494,CX NATAL INFLUENCIADORES 2KGX1UN,7896986283659
1000325,PANETTONE TRU TRAD FRUTAS 750G,7896986207198
1000326,PANET DREAMS 750 TRUFADO GOTAS,7896986235771
1000327,PANET 500 FRUTAS,7896986236129
1000328,PANET 500 GOTAS,7896986237157
1000329,PANETTONE TRUFA AVELA 750G,7896986211126
1000330,PANETTONE TRUFA MARACUJA 750G,7896986237140
1000331,PANETTONE BRIGADEIRO 600G,7896986202582
1000332,PANETTONE TRUFA ZERO 500G,7896986202599
1000412,PANETTONE TRUF FRUTAS 2 LINHA,7896986204326
1000413,PANET TRUFA GOTAS 750G 2L,7896986204340
1000414,PANETTONE TRUFA AVELA 2 LINHA,7896986204333
1000415,PANETTONE TRU MARACUJA 2 LINHA,7896986204319
1000488,PANET 550 TRUFA TRAD S COBERTURA,7896986205170
1000539,PANETTONE TRUF COCO 2 LINHA,7896986206221
1000651,PANETTONE SINTONIA 500G,7896986209291
1000655,PANETTONE BRIGADEIRO 600G,7896986209192
1000668,PANET LACREME 750 PREMIUM,7896986210259
1000669,PANET 750 BELGA PREMIUM,7896986210273
1000670,PANETTONE TRUFADO MARACUJA 750G,7896986210266
1000830,PANETTONE BELGA 750G 2 LINHA,7896986212987
1000834,PANETTONE LACREME 750G 2 LINHA,7896986213120
1000903,PANETTONE INTENSIDADE 750G,7896986214301
1000904,PANETTONE DREAMS BRIG 750G,7896986214295
1000933,PANETTONE DOCE DE LEITE 600G,7896986214530
1001102,PANET RECH BRIGA 640G 3 LINHA,7896986217555
1001103,PANET TRUF MARAC 640G 3 LINHA,7896986217562
1001104,PANET TRUF FRUTA 640G 3 LINHA,7896986217579
1001105,PANET TRUF GOTAS 640G 3 LINHA,7896986217586
1001111,PANETTONE FRUTAS 2A LINHA,7896986217784
1001231,PANETTONE MOUSSE,7896986220838
1001234,PANETTONE RECEITA BELGA 700G,7896986220852
1001253,PANET MOUSSE CHOC 2 LINHA,7896986221224
1001254,PANET RECEITA ESPEC 2 LINHA,7896986221231
1001498,PANETTONE BEM CASADO 700G,7896986225598
1001499,PANETT MEZZO MARAC E TRUFA 700G,7896986225659
1001535,PANETTONE MEZZO 750G 2L,7896986226502
1001726,PANETTONE GRANCHERIE 750G,7896986232602
1001730,PANETTONE BEM CASADO 750G,7896986232909
1001736,PEDACOS PANETTONES COBERTOS 300G,7896986232831
1001737,PANETTONE P BENDITO CACAO 750G,7896986232930
1001739,PANETTONE PETIT GATEAU 620G,7896986232862
1001742,PANETTONE FRUTAS TRUFA 620G,7896986233043
1001745,PANETTONE MEZZO TRUFA 620G,7896986233005
1001952,PANETTONE PREMIUM LANUT 750G,7896986243417
1001953,PANET LN 650 GIANDUIA,7896986243493
1001954,PANETTONE DREAMS 5 CHOCOLATES,7896986243400
1001956,PANETTONE BROWNIE 1KGX8UN,7896986243424
1001957,PEDACOS PANET 200 AO LEITE,pedpan
1001958,PANET 580 FRUTAS TRUFA,7896986243370
1001959,PANETTONE PETIT GATEAU 580G,7896986243394
1001966,PANET LACREME 650,7896986243486
1001970,PANET TRU 580 MEZZO,7896986243912
1002023,PANETTONE 450 GOTAS SH CN,7896986245800
1002097,PANETTONE GOTAS 500G,7896986249136
1002130,PANETTONE LANUT 750G 2 LINHA,7896986250163
1002131,PANETTONE 5 CHOCOLATES 750G 2 L,7896986250187
1002205,PANET 580 BRIGADEIRO,7896986252587
1002211,PANETTONE DREAMS F MORANG 750G,7896986252600
1002214,PANET MIAU 650,7896986252686
